reaction_id,equation,gpr,g0,data_type
PRPPS_reverse,amp_c + h_c + prpp_c --> atp_c + r5p_c,Cgl0942,1.4,eQuilibrator_API
MI2DH_reverse_num1,2ins_c + h_c + nadh_c --> inost_c + nad_c,Cgl0164,6.7,eQuilibrator_API
MI2DHT_reverse,h2o_c + thcd_c --> 2ins_c,Cgl0163,6.7,eQuilibrator_API
ACACT1r_reverse,aacoa_c + coa_c --> 2.0 accoa_c,Cgl2392,-25.2,eQuilibrator_API
ACOAD1f_reverse,b2coa_c + fadh2_c --> btcoa_c + fad_c,Cgl0288,-36.0,eQuilibrator_API
ACOAD3f_reverse,fadh2_c + oc2coa_c --> fad_c + occoa_c,Cgl0288,-41.4,eQuilibrator_API
ACOAD5f_reverse,dd2coa_c + fadh2_c --> ddcacoa_c + fad_c,Cgl0288,-41.4,eQuilibrator_API
ACOAD6f_reverse,fadh2_c + td2coa_c --> fad_c + tdcoa_c,Cgl0288,-41.4,eQuilibrator_API
ACOAD7f_reverse,fadh2_c + hdd2coa_c --> fad_c + pmtcoa_c,Cgl0288,-44.9,eQuilibrator_API
ACOAD8f_reverse,fadh2_c + od2coa_c --> fad_c + stcoa_c,Cgl0288,-41.4,eQuilibrator_API
ADK1_reverse,2.0 adp_c --> amp_c + atp_c,Cgl0556,-0.52,eQuilibrator_API
ADK2_reverse,adp_c + dadp_c --> atp_c + damp_c,Cgl0556,-3.4,eQuilibrator_API
ADK3_reverse,adp_c + gdp_c --> amp_c + gtp_c,Cgl0315,-2.7,eQuilibrator_API
ADK4_reverse,adp_c + idp_c --> amp_c + itp_c,Cgl0315,0.7,eQuilibrator_API
CYTK1_reverse,adp_c + cdp_c --> atp_c + cmp_c,Cgl1427,-2.0,eQuilibrator_API
CYTK2_reverse,adp_c + dcdp_c --> atp_c + dcmp_c,Cgl1427,-2.0,eQuilibrator_API
DGK1_reverse,adp_c + dgdp_c --> atp_c + dgmp_c,Cgl1606,-5.3,eQuilibrator_API
DTMPK_reverse,adp_c + dtdp_c --> atp_c + dtmp_c,Cgl0753,2.3,eQuilibrator_API
GK1_reverse,adp_c + gdp_c --> atp_c + gmp_c,Cgl1606,0.1,eQuilibrator_API
NDPK1_reverse,adp_c + gtp_c --> atp_c + gdp_c,Cgl2370,2.2,eQuilibrator_API
NDPK2_reverse,adp_c + utp_c --> atp_c + udp_c,Cgl2370,-0.5,eQuilibrator_API
NDPK3_reverse,adp_c + ctp_c --> atp_c + cdp_c,Cgl2370,-0.3,eQuilibrator_API
NDPK4_reverse,adp_c + dttp_c --> atp_c + dtdp_c,Cgl2370,-0.8,eQuilibrator_API
NDPK5_reverse,adp_c + dgtp_c --> atp_c + dgdp_c,Cgl2370,-1.7,eQuilibrator_API
NDPK6_reverse,adp_c + dutp_c --> atp_c + dudp_c,Cgl2370,1.1,eQuilibrator_API
NDPK7_reverse,adp_c + dctp_c --> atp_c + dcdp_c,Cgl2370,-3.8,eQuilibrator_API
NDPK8_reverse,adp_c + datp_c --> atp_c + dadp_c,Cgl2370,-2.5,eQuilibrator_API
NNATr_reverse,dnad_c + ppi_c --> atp_c + h_c + nicrnt_c,Cgl2352,25.0,eQuilibrator_API
UMPK_reverse,adp_c + udp_c --> atp_c + ump_c,Cgl2024,-0.4,eQuilibrator_API
URIDK2r_reverse,adp_c + dudp_c --> atp_c + dump_c,Cgl0753,-0.6,eQuilibrator_API
ATPS4rpp_reverse,atp_c + h2o_c + 3.0 h_c --> adp_c + 4.0 h_e + pi_c,Cgl1213 and Cgl1211 and Cgl1210 and Cgl1208 and Cgl1212 and Cgl1209 and Cgl1207 and Cgl1206,-30.61,eQuilibrator_API
PPKr_reverse,adp_c + ppi_c --> atp_c + pi_c,,14.87,eQuilibrator_API
G6PDH2r_reverse,6pgl_c + h_c + nadph_c --> g6p_c + nadp_c,Cgl1576,7.6,eQuilibrator_API
RPE_reverse,xu5p__D_c --> ru5p__D_c,Cgl1598,3.4,eQuilibrator_API
RPI_reverse,ru5p__D_c --> r5p_c,Cgl2423,-4.5,eQuilibrator_API
TALA_reverse,e4p_c + f6p_c --> g3p_c + s7p_c,Cgl1575,1.2,eQuilibrator_API
TKT1_reverse,g3p_c + s7p_c --> r5p_c + xu5p__D_c,Cgl1574,1.5,eQuilibrator_API
TKT2_reverse,f6p_c + g3p_c --> e4p_c + xu5p__D_c,Cgl1575,10.5,eQuilibrator_API
ADSL1r_reverse,amp_c + fum_c --> dcamp_c,Cgl2598,-17.0,eQuilibrator_API
ADSL2r_reverse,aicar_c + fum_c --> 25aics_c,Cgl2598,-24.8,eQuilibrator_API
AICART_reverse,fprica_c + thf_c --> 10fthf_c + aicar_c,Cgl0861,-14.0,eQuilibrator_API
DHORTS_reverse,cbasp_c + h_c --> dhor__S_c + h2o_c,Cgl1612,8.4,eQuilibrator_API
GARFT_reverse,fgam_c + h_c + thf_c --> 10fthf_c + gar_c,Cgl0860 and Cgl2759,-1.0,eQuilibrator_API
IMPC_reverse,fprica_c --> h2o_c + imp_c,,-20.0,eQuilibrator_API
ORPT_reverse,orot_c + prpp_c --> orot5p_c + ppi_c,Cgl2773,1.7,eQuilibrator_API
PRAGSr_reverse,adp_c + gar_c + h_c + pi_c --> atp_c + gly_c + pram_c,Cgl2600,27.5,eQuilibrator_API
ACALD_reverse,accoa_c + h_c + nadh_c --> acald_c + coa_c + nad_c,Cgl0319,22.3,eQuilibrator_API
ACKr_reverse,actp_c + adp_c --> ac_c + atp_c,Cgl2752,-14.6,eQuilibrator_API
ALCD2x_reverse_num1,acald_c + h_c + nadh_c --> etoh_c + nad_c,Cgl2807,-16.98,eQuilibrator_API
LDH_D_reverse,h_c + nadh_c + pyr_c --> lac__D_c + nad_c,Cgl0901,-19.5,eQuilibrator_API
PTAr_reverse,actp_c + coa_c --> accoa_c + pi_c,Cgl2753,-9.4,eQuilibrator_API
ASAD_reverse,4pasp_c + h_c + nadph_c --> aspsa_c + nadp_c + pi_c,Cgl0252,25.4,eQuilibrator_API
ASPK_reverse,4pasp_c + adp_c --> asp__L_c + atp_c,Cgl0251,-21.8,eQuilibrator_API
DAPE_reverse,26dap__M_c --> 26dap_LL_c,Cgl1943,1.7,eQuilibrator_API
HSDy_reverse,aspsa_c + h_c + nadph_c --> hom__L_c + nadp_c,Cgl1183,-18.6,eQuilibrator_API
SDPTA_reverse,glu__L_c + sl2a6o_c --> akg_c + sl26da_c,Cgl0814,1.3,eQuilibrator_API
PHETA1_reverse_num1,akg_c + phe__L_c --> glu__L_c + phpyr_c,Cgl0218,-0.4,eQuilibrator_API
PSCVT_reverse,3psme_c + pi_c --> pep_c + skm5p_c,Cgl0764,15.9,eQuilibrator_API
SHK3Dr_reverse_num1,nadp_c + skm_c --> 3dhsk_c + h_c + nadph_c,Cgl1132,5.7,eQuilibrator_API
TYRTA_reverse_num1,akg_c + tyr__L_c --> 34hpp_c + glu__L_c,Cgl0218,0.1,eQuilibrator_API
ILETA_reverse,akg_c + ile__L_c --> 3mop_c + glu__L_c,Cgl2204,-6.2,eQuilibrator_API
IPPMIa_reverse,2ippm_c + h2o_c --> 3c2hmp_c,Cgl1315 and Cgl1316,3.7,eQuilibrator_API
IPPMIb_reverse,3c3hmp_c --> 2ippm_c + h2o_c,Cgl1315 and Cgl1316,0.4,eQuilibrator_API
KARA1_reverse,alac__S_c + h_c + nadph_c --> 23dhmb_c + nadp_c,Cgl1273,-14.8,eQuilibrator_API
KARA2_reverse,23dhmp_c + nadp_c --> 2ahbut_c + h_c + nadph_c,Cgl1273,14.8,eQuilibrator_API
ADNUC_num2,adn_c + h2o_c --> ade_c + rib__D_c,Cgl0761,-6.0,eQuilibrator_API
ADNUC_num3,adn_c + h2o_c --> ade_c + rib__D_c,Cgl0918,-6.0,eQuilibrator_API
ALCD19_num2,glyald_c + h_c + nadh_c --> glyc_c + nad_c,Cgl1261,-35.0,eQuilibrator_API
ALCD19_num3,glyald_c + h_c + nadh_c --> glyc_c + nad_c,Cgl2469,-35.0,eQuilibrator_API
ARAI_num2,arab__L_c --> rbl__L_c,Cgl3006,4.9,eQuilibrator_API
FFSD_num2,h2o_c + suc6p_c --> fru_c + g6p_c,Cgl1116,-21.1,eQuilibrator_API
GNK_num2,atp_c + glcn_c --> 6pgc_c + adp_c + h_c,Cgl3008,-12.7,eQuilibrator_API
HPYRI_num2,hpyr_c --> 2h3oppan_c,Cgl2471,1.6,eQuilibrator_API
MSDH_num2,2mop_c + coa_c + h2o_c + nad_c --> hco3_c + nadh_c + ppcoa_c,Cgl0295,-39.2,eQuilibrator_API
PGLYCP_num2,2pglyc_c + h2o_c --> glyclt_c + pi_c,Cgl1462,-32.0,eQuilibrator_API
PMANM_num2,man1p_c --> man6p_c,Cgl0746,-4.4,eQuilibrator_API
RBK_num2,atp_c + rib__D_c --> adp_c + h_c + r5p_c,Cgl2325,-30.1,eQuilibrator_API
UDPGPpp_num2,h2o_c + udpg_c --> g1p_c + 2.0 h_c + ump_c,Cgl2922,-43.0,eQuilibrator_API
MCITD_num2,2mcit_c --> 2mcacn_c + h2o_c,Cgl0694,-2.9,eQuilibrator_API
MCITD_num3,2mcit_c --> 2mcacn_c + h2o_c,Cgl2538,-2.9,eQuilibrator_API
ME1_num2,mal__L_c + nad_c --> co2_c + nadh_c + pyr_c,Cgl3007,12.1,eQuilibrator_API
AMPTASEPG_num2,h2o_c + progly_c --> gly_c + pro__L_c,Cgl2205,28.0,eQuilibrator_API
SPMDAT2_num2,accoa_c + spmd_c --> coa_c + h_c + n8aspmd_c,Cgl0178,-27.2,eQuilibrator_API
SPMDAT2_num3,accoa_c + spmd_c --> coa_c + h_c + n8aspmd_c,Cgl0536,-27.2,eQuilibrator_API
SPMDAT2_num4,accoa_c + spmd_c --> coa_c + h_c + n8aspmd_c,Cgl0569,-27.2,eQuilibrator_API
SPMDAT2_num5,accoa_c + spmd_c --> coa_c + h_c + n8aspmd_c,Cgl1035,-27.2,eQuilibrator_API
SPMDAT2_num6,accoa_c + spmd_c --> coa_c + h_c + n8aspmd_c,Cgl2739,-27.2,eQuilibrator_API
SSALy_num2,h2o_c + nadp_c + sucsal_c --> 2.0 h_c + nadph_c + succ_c,Cgl0480,-44.3,eQuilibrator_API
SSALy_num3,h2o_c + nadp_c + sucsal_c --> 2.0 h_c + nadph_c + succ_c,Cgl2713,-44.3,eQuilibrator_API
FACOAL160t2pp_num2,atp_c + coa_c + h_e + hdca_e --> amp_c + h_c + pmtcoa_c + ppi_c,Cgl0284,-16.0,eQuilibrator_API
FACOAL180t2pp_num2,atp_c + coa_c + h_e + ocdca_e --> amp_c + h_c + ppi_c + stcoa_c,Cgl0284,-14.6,eQuilibrator_API
FACOAL80t2pp_num2,atp_c + coa_c + h_e + octa_e --> amp_c + h_c + occoa_c + ppi_c,Cgl0284,-14.6,eQuilibrator_API
MI1PP_num2,h2o_c + mi1p__D_c --> inost_c + pi_c,Cgl2095,-23.1,eQuilibrator_API
TDPGDH_num2,dtdpglu_c --> dtdp4d6dg_c + h2o_c,Cgl0334,-47.5,eQuilibrator_API
TDPGDH_num3,dtdpglu_c --> dtdp4d6dg_c + h2o_c,Cgl0347,-47.5,eQuilibrator_API
UAGCVT_num2,pep_c + uacgam_c --> pi_c + uaccg_c,Cgl2558,-14.0,eQuilibrator_API
UAMDH_num2,h_c + nadph_c + uaccg_c --> nadp_c + uamr_c,Cgl0397,-54.6,eQuilibrator_API
UDPGD_num2,h2o_c + 2.0 nad_c + udpg_c --> 3.0 h_c + 2.0 nadh_c + udpglcur_c,Cgl2847,-31.5,eQuilibrator_API
GALUi_num2,g1p_c + h_c + utp_c --> ppi_c + udpg_c,Cgl0882,-3.2,eQuilibrator_API
CS_num2,accoa_c + h2o_c + oaa_c --> cit_c + coa_c + h_c,Cgl0829,-40.0,eQuilibrator_API
DHPS2_num2,4abz_c + 6hmhptpp_c --> dhpt_c + ppi_c,Cgl2694,-65.0,eQuilibrator_API
DMATT_num2,dmpp_c + ipdp_c --> grdp_c + ppi_c,Cgl2172,-82.3,eQuilibrator_API
GRTT_num2,grdp_c + ipdp_c --> frdp_c + ppi_c,Cgl2528,-83.9,eQuilibrator_API
GTPDPDP_num2,gdptp_c + h2o_c --> h_c + pi_c + ppgpp_c,Cgl0373,-32.8,eQuilibrator_API
MSDHD_num2,coa_c + msa_c + nad_c --> accoa_c + co2_c + nadh_c,Cgl0295,-26.0,eQuilibrator_API
NADDP_num2,h2o_c + nad_c --> amp_c + 2.0 h_c + nmn_c,Cgl1244,-42.5,eQuilibrator_API
NADPPPS_num2,h2o_c + nadp_c --> nad_c + pi_c,Cgl0415,-17.6,eQuilibrator_API
NADPPPS_num3,h2o_c + nadp_c --> nad_c + pi_c,Cgl1153,-17.6,eQuilibrator_API
PANTS_num2,ala_B_c + atp_c + pant__R_c --> amp_c + h_c + pnto__R_c + ppi_c,Cgl2688,-47.0,eQuilibrator_API
TMPPP_num2,2mahmp_c + 4mpetz_c + h_c --> ppi_c + thmmp_c,Cgl2038,-25.6,eQuilibrator_API
TMPPP_num3,2mahmp_c + 4mpetz_c + h_c --> ppi_c + thmmp_c,Cgl0097,-25.6,eQuilibrator_API
TRATF_num2,akg_c + tau_c --> 2saa_c + glu__L_c,Cgl0202,-25.6,eQuilibrator_API
UPP3MT_num2,2.0 amet_c + uppg3_c --> 2.0 ahcys_c + dscL_c + h_c,Cgl1998,-25.6,eQuilibrator_API
AMPTASECG_num2,cgly_c + h2o_c --> cys__L_c + gly_c,Cgl2205,8.0,eQuilibrator_API
MCPST_num2,cyan_c + mercppyr_c --> h_c + pyr_c + tcynt_c,Cgl1424,-80.0,eQuilibrator_API
MCPST_num3,cyan_c + mercppyr_c --> h_c + pyr_c + tcynt_c,Cgl2776,-80.0,eQuilibrator_API
GLNS_num2,atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c,Cgl2229,-16.4,eQuilibrator_API
LPLIPAL1A180pp_num2,1odecg3p_c + h2o_c --> glyc3p_c + h_c + ocdca_c,Cgl0081,-28.6,eQuilibrator_API
GAPD_num2,g3p_c + nad_c + pi_c --> 13dpg_c + h_c + nadh_c,Cgl1588,0.1,eQuilibrator_API
GLCP_num2,glycogen_c + pi_c --> g1p_c,Cgl2087,811.0,eQuilibrator_API
PGM_num2,3pg_c --> 2pg_c,Cgl2236,4.3,eQuilibrator_API
PGM_num3,3pg_c --> 2pg_c,Cgl2350,4.3,eQuilibrator_API
PGM_num4,3pg_c --> 2pg_c,,4.3,eQuilibrator_API
PGM_num5,3pg_c --> 2pg_c,Cgl0402,4.3,eQuilibrator_API
PYK_num2,adp_c + h_c + pep_c --> atp_c + pyr_c,Cgl2910,-24.5,eQuilibrator_API
HSTPT_num2,glu__L_c + imacp_c --> akg_c + hisp_c,Cgl2101,9.5,eQuilibrator_API
FE3abcpp_num2,atp_c + fe3_e + h2o_c --> adp_c + fe3_c + h_c + pi_c,Cgl0389 and Cgl0390 and Cgl0391,-30.61,eQuilibrator_API
Kabcpp_num2,atp_c + h2o_c + k_e --> adp_c + h_c + k_c + pi_c,Cgl2784,-30.61,eQuilibrator_API
Kabcpp_num3,atp_c + h2o_c + k_e --> adp_c + h_c + k_c + pi_c,Cgl1141,-30.61,eQuilibrator_API
Kabcpp_num4,atp_c + h2o_c + k_e --> adp_c + h_c + k_c + pi_c,Cgl2887,-30.61,eQuilibrator_API
Kabcpp_num5,atp_c + h2o_c + k_e --> adp_c + h_c + k_c + pi_c,Cgl1509,-30.61,eQuilibrator_API
ZN2abcpp_num2,atp_c + h2o_c + zn2_c --> adp_c + h_c + pi_c + zn2_e,Cgl2628 and Cgl2629 and Cgl2630,-30.61,eQuilibrator_API
MI2DH_num2,inost_c + nad_c --> 2ins_c + h_c + nadh_c,Cgl2110,-6.7,eQuilibrator_API
MI2DH_num3,inost_c + nad_c --> 2ins_c + h_c + nadh_c,Cgl3062,-6.7,eQuilibrator_API
MI2DH_num4,inost_c + nad_c --> 2ins_c + h_c + nadh_c,Cgl3063,-6.7,eQuilibrator_API
ACCOAC_num2,accoa_c + atp_c + hco3_c --> adp_c + h_c + malcoa_c + pi_c,Cgl2870,-10.1,eQuilibrator_API
HSST_num2,accoa_c + hom__L_c --> achms_c + coa_c,Cgl0839,-28.0,eQuilibrator_API
SHSL1_num2,cys__L_c + suchms_c --> cyst__L_c + h_c + succ_c,Cgl2786,-66.0,eQuilibrator_API
NHFRBO_num2,h_c + nadh_c + 2.0 no_c --> h2o_c + n2o_c + nad_c,Cgl0100,-285.0,eQuilibrator_API
DCTPD_num2,dctp_c + h2o_c + h_c --> dutp_c + nh4_c,Cgl0228,-29.4,eQuilibrator_API
GSNHYDRO_num2,gsn_c + h2o_c --> gua_c + rib__D_c,Cgl1144,-2.6,eQuilibrator_API
HXPRT_num2,hxan_c + prpp_c --> imp_c + ppi_c,Cgl1468,-32.1,eQuilibrator_API
UPPRT_num2,prpp_c + ura_c --> ppi_c + ump_c,Cgl1613,-24.0,eQuilibrator_API
XTSNH_num2,h2o_c + xtsn_c --> rib__D_c + xan_c,Cgl1178,-3.7,eQuilibrator_API
XTSNH_num3,h2o_c + xtsn_c --> rib__D_c + xan_c,Cgl2793,-3.7,eQuilibrator_API
FDH4pp_num2,for_e + 2.0 h_c + q8_c --> co2_c + h_e + q8h2_c,Cgl0529,-145.0,eQuilibrator_API
FDH5pp_num2,for_e + 2.0 h_c + mqn8_c --> co2_c + h_e + mql8_c,Cgl0529,-37.0,eQuilibrator_API
NADPHQR2_num2,h_c + nadph_c + q8_c --> nadp_c + q8h2_c,Cgl2537,-131.0,eQuilibrator_API
NADPHQR2_num3,h_c + nadph_c + q8_c --> nadp_c + q8h2_c,Cgl3004,-131.0,eQuilibrator_API
NADPHQR2_num4,h_c + nadph_c + q8_c --> nadp_c + q8h2_c,Cgl0203,-131.0,eQuilibrator_API
NADPHQR3_num2,h_c + mqn8_c + nadph_c --> mql8_c + nadp_c,Cgl2537,-23.0,eQuilibrator_API
NADPHQR3_num3,h_c + mqn8_c + nadph_c --> mql8_c + nadp_c,Cgl3004,-23.0,eQuilibrator_API
NADPHQR3_num4,h_c + mqn8_c + nadph_c --> mql8_c + nadp_c,Cgl0203,-23.0,eQuilibrator_API
NADPHQR4_num2,2dmmq8_c + h_c + nadph_c --> 2dmmql8_c + nadp_c,Cgl2537,-46.0,eQuilibrator_API
NADPHQR4_num3,2dmmq8_c + h_c + nadph_c --> 2dmmql8_c + nadp_c,Cgl3004,-46.0,eQuilibrator_API
NADPHQR4_num4,2dmmq8_c + h_c + nadph_c --> 2dmmql8_c + nadp_c,Cgl0203,-46.0,eQuilibrator_API
IMPD_num2,h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c,Cgl0604,15.0,eQuilibrator_API
IMPD_num3,h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c,Cgl2679,15.0,eQuilibrator_API
ALCD2x_num2,etoh_c + nad_c --> acald_c + h_c + nadh_c,Cgl0222,16.98,eQuilibrator_API
DAPDC_num2,26dap__M_c + h_c --> co2_c + lys__L_c,Cgl2135,-14.0,eQuilibrator_API
THDPS_num2,h2o_c + succoa_c + thdp_c --> coa_c + sl2a6o_c,Cgl1108,26.0,eQuilibrator_API
ACMANAptspp_num2,acmana_e + pep_c --> acmanap_c + pyr_c,Cgl1937,-38.9,eQuilibrator_API
ACMUMptspp_num2,acmum_e + pep_c --> acmum6p_c + pyr_c,Cgl1937,-42.4,eQuilibrator_API
GLYBabcpp_num2,atp_c + glyb_e + h2o_c --> adp_c + glyb_c + h_c + pi_c,Cgl2312,-30.61,eQuilibrator_API
PA120abcpp_num2,atp_c + h2o_c + pa120_c --> adp_c + h_c + pa120_e + pi_c,Cgl1458 and Cgl1459 and Cgl1460 and Cgl1461,-30.61,eQuilibrator_API
PA140abcpp_num2,atp_c + h2o_c + pa140_c --> adp_c + h_c + pa140_e + pi_c,Cgl1458 and Cgl1459 and Cgl1460 and Cgl1461,-30.61,eQuilibrator_API
PA141abcpp_num2,atp_c + h2o_c + pa141_c --> adp_c + h_c + pa141_e + pi_c,Cgl1458 and Cgl1459 and Cgl1460 and Cgl1461,-30.61,eQuilibrator_API
PA160abcpp_num2,atp_c + h2o_c + pa160_c --> adp_c + h_c + pa160_e + pi_c,Cgl1458 and Cgl1459 and Cgl1460 and Cgl1461,-30.61,eQuilibrator_API
PA161abcpp_num2,atp_c + h2o_c + pa161_c --> adp_c + h_c + pa161_e + pi_c,Cgl1458 and Cgl1459 and Cgl1460 and Cgl1461,-30.61,eQuilibrator_API
PA180abcpp_num2,atp_c + h2o_c + pa180_c --> adp_c + h_c + pa180_e + pi_c,Cgl1458 and Cgl1459 and Cgl1460 and Cgl1461,-30.61,eQuilibrator_API
PA181abcpp_num2,atp_c + h2o_c + pa181_c --> adp_c + h_c + pa181_e + pi_c,Cgl1458 and Cgl1459 and Cgl1460 and Cgl1461,-30.61,eQuilibrator_API
PGP120abcpp_num2,atp_c + h2o_c + pgp120_c --> adp_c + h_c + pgp120_e + pi_c,Cgl1458 and Cgl1459 and Cgl1460 and Cgl1461,-30.61,eQuilibrator_API
PGP140abcpp_num2,atp_c + h2o_c + pgp140_c --> adp_c + h_c + pgp140_e + pi_c,Cgl1458 and Cgl1459 and Cgl1460 and Cgl1461,-30.61,eQuilibrator_API
PGP141abcpp_num2,atp_c + h2o_c + pgp141_c --> adp_c + h_c + pgp141_e + pi_c,Cgl1458 and Cgl1459 and Cgl1460 and Cgl1461,-30.61,eQuilibrator_API
PGP160abcpp_num2,atp_c + h2o_c + pgp160_c --> adp_c + h_c + pgp160_e + pi_c,Cgl1458 and Cgl1459 and Cgl1460 and Cgl1461,-30.61,eQuilibrator_API
PGP161abcpp_num2,atp_c + h2o_c + pgp161_c --> adp_c + h_c + pgp161_e + pi_c,Cgl1458 and Cgl1459 and Cgl1460 and Cgl1461,-30.61,eQuilibrator_API
PGP180abcpp_num2,atp_c + h2o_c + pgp180_c --> adp_c + h_c + pgp180_e + pi_c,Cgl1458 and Cgl1459 and Cgl1460 and Cgl1461,-30.61,eQuilibrator_API
PGP181abcpp_num2,atp_c + h2o_c + pgp181_c --> adp_c + h_c + pgp181_e + pi_c,Cgl1458 and Cgl1459 and Cgl1460 and Cgl1461,-30.61,eQuilibrator_API
PHEMEabcpp_num2,atp_c + h2o_c + pheme_c --> adp_c + h_c + pheme_e + pi_c,Cgl1458 and Cgl1459 and Cgl1460 and Cgl1461,-30.61,eQuilibrator_API
TREptsp_num2,pep_c + tre_c --> pyr_c + tre6p_c,Cgl2875,-50.7,eQuilibrator_API
TREptsp_num3,pep_c + tre_c --> pyr_c + tre6p_c,Cgl2878,-50.7,eQuilibrator_API
TREptspp_num2,pep_c + tre_e --> pyr_c + tre6p_c,Cgl2875,-50.7,eQuilibrator_API
TREptspp_num3,pep_c + tre_e --> pyr_c + tre6p_c,Cgl2878,-50.7,eQuilibrator_API
PHETA1_num2,glu__L_c + phpyr_c --> akg_c + phe__L_c,Cgl2101,0.4,eQuilibrator_API
SHK3Dr_num2,3dhsk_c + h_c + nadph_c --> nadp_c + skm_c,Cgl1629,-5.7,eQuilibrator_API
TYRTA_num2,34hpp_c + glu__L_c --> akg_c + tyr__L_c,Cgl2101,-0.1,eQuilibrator_API
THRD_L_num2,thr__L_c --> 2obut_c + nh4_c,Cgl2127,-24.0,eQuilibrator_API
ALCD19_reverse_num2,glyc_c + nad_c --> glyald_c + h_c + nadh_c,Cgl1261,35.0,eQuilibrator_API
ALCD19_reverse_num3,glyc_c + nad_c --> glyald_c + h_c + nadh_c,Cgl2469,35.0,eQuilibrator_API
ARAI_reverse_num2,rbl__L_c --> arab__L_c,Cgl3006,-4.9,eQuilibrator_API
HPYRI_reverse_num2,2h3oppan_c --> hpyr_c,Cgl2471,-1.6,eQuilibrator_API
PMANM_reverse_num2,man6p_c --> man1p_c,Cgl0746,4.4,eQuilibrator_API
MCITD_reverse_num2,2mcacn_c + h2o_c --> 2mcit_c,Cgl0694,2.9,eQuilibrator_API
MCITD_reverse_num3,2mcacn_c + h2o_c --> 2mcit_c,Cgl2538,2.9,eQuilibrator_API
GALUi_reverse_num2,ppi_c + udpg_c --> g1p_c + h_c + utp_c,Cgl0882,3.2,eQuilibrator_API
TRATF_reverse_num2,2saa_c + glu__L_c --> akg_c + tau_c,Cgl0202,3.2,eQuilibrator_API
GAPD_reverse_num2,13dpg_c + h_c + nadh_c --> g3p_c + nad_c + pi_c,Cgl1588,-0.1,eQuilibrator_API
PGM_reverse_num2,2pg_c --> 3pg_c,Cgl2236,-4.3,eQuilibrator_API
PGM_reverse_num3,2pg_c --> 3pg_c,Cgl2350,-4.3,eQuilibrator_API
PGM_reverse_num4,2pg_c --> 3pg_c,,-4.3,eQuilibrator_API
PGM_reverse_num5,2pg_c --> 3pg_c,Cgl0402,-4.3,eQuilibrator_API
MI2DH_reverse_num2,2ins_c + h_c + nadh_c --> inost_c + nad_c,Cgl2110,6.7,eQuilibrator_API
MI2DH_reverse_num3,2ins_c + h_c + nadh_c --> inost_c + nad_c,Cgl3062,6.7,eQuilibrator_API
MI2DH_reverse_num4,2ins_c + h_c + nadh_c --> inost_c + nad_c,Cgl3063,6.7,eQuilibrator_API
ALCD2x_reverse_num2,acald_c + h_c + nadh_c --> etoh_c + nad_c,Cgl0222,-16.98,eQuilibrator_API
PHETA1_reverse_num2,akg_c + phe__L_c --> glu__L_c + phpyr_c,Cgl2101,-0.4,eQuilibrator_API
SHK3Dr_reverse_num2,nadp_c + skm_c --> 3dhsk_c + h_c + nadph_c,Cgl1629,5.7,eQuilibrator_API
TYRTA_reverse_num2,akg_c + tyr__L_c --> 34hpp_c + glu__L_c,Cgl2101,0.1,eQuilibrator_API
AIRC2+AIRC3_reverse,air_c+ atp_c + hco3_c --> 5aizc_c + adp_c + h_c + pi_c,Cgl0711,-27.0,Manual
