regulator,target,sign,data_type
Cgl0863,Cgl0076,-1,CoryNeRegNet
Cgl0863,Cgl0085,-1,CoryNeRegNet
Cgl0863,Cgl0088,-1,CoryNeRegNet
Cgl0863,Cgl0090,-1,CoryNeRegNet
Cgl0863,Cgl0183,-1,CoryNeRegNet
Cgl0863,Cgl0184,-1,CoryNeRegNet
Cgl0863,Cgl0931,-1,CoryNeRegNet
Cgl0863,Cgl0933,-1,CoryNeRegNet
Cgl0863,Cgl1582,-1,CoryNeRegNet
Cgl0863,Cgl1952,-1,CoryNeRegNet
Cgl0863,Cgl1990,-1,CoryNeRegNet
Cgl0863,Cgl1991,-1,CoryNeRegNet
Cgl0863,Cgl2060,-1,CoryNeRegNet
Cgl0863,Cgl2079,-1,CoryNeRegNet
Cgl0863,Cgl2214,-1,CoryNeRegNet
Cgl0863,Cgl1456,-1,CoryNeRegNet
Cgl0863,Cgl0086,-1,CoryNeRegNet
Cgl0863,Cgl0087,-1,CoryNeRegNet
Cgl0863,Cgl0930,-1,CoryNeRegNet
Cgl0863,Cgl0934,-1,CoryNeRegNet
Cgl0863,Cgl1583,-1,CoryNeRegNet
Cgl0863,Cgl0932,-1,CoryNeRegNet
Cgl0863,Cgl1144,-1,CoryNeRegNet
Cgl0863,Cgl1145,-1,CoryNeRegNet
Cgl0863,Cgl1950,-1,CoryNeRegNet
Cgl0863,Cgl1951,-1,CoryNeRegNet
Cgl0863,Cgl1953,-1,CoryNeRegNet
Cgl0863,Cgl1993,-1,CoryNeRegNet
Cgl0863,Cgl0084,-1,CoryNeRegNet
Cgl0863,Cgl0089,-1,CoryNeRegNet
Cgl0863,Cgl2061,-1,CoryNeRegNet
Cgl0863,Cgl0185,-1,CoryNeRegNet
Cgl0863,Cgl1106,-1,CoryNeRegNet
Cgl0863,Cgl2059,-1,CoryNeRegNet
Cgl0871,Cgl0870,-1,CoryNeRegNet
Cgl0871,Cgl0871,-1,CoryNeRegNet
Cgl0906,Cgl0906,-1,CoryNeRegNet
Cgl0906,Cgl0907,-1,CoryNeRegNet
Cgl0923,Cgl0924,-1,CoryNeRegNet
Cgl0923,Cgl0923,-1,CoryNeRegNet
Cgl0949,Cgl0947,1,CoryNeRegNet
Cgl0949,Cgl0949,1,CoryNeRegNet
Cgl0949,Cgl0946,1,CoryNeRegNet
Cgl0949,Cgl0948,1,CoryNeRegNet
Cgl0982,Cgl0370,-1,CoryNeRegNet
Cgl0982,Cgl0372,-1,CoryNeRegNet
Cgl0982,Cgl1186,-1,CoryNeRegNet
Cgl0982,Cgl1188,-1,CoryNeRegNet
Cgl0982,Cgl1185,-1,CoryNeRegNet
Cgl0982,Cgl1315,-1,CoryNeRegNet
Cgl0982,Cgl2402,-1,CoryNeRegNet
Cgl0982,Cgl0374,-1,CoryNeRegNet
Cgl0982,Cgl0371,-1,CoryNeRegNet
Cgl0982,Cgl0373,-1,CoryNeRegNet
Cgl0982,Cgl1187,-1,CoryNeRegNet
Cgl0982,Cgl1189,-1,CoryNeRegNet
Cgl0982,Cgl1190,-1,CoryNeRegNet
Cgl0982,Cgl1316,-1,CoryNeRegNet
Cgl0982,Cgl2752,-1,CoryNeRegNet
Cgl0982,Cgl2753,-1,CoryNeRegNet
Cgl0982,Cgl0255,-1,CoryNeRegNet
Cgl0982,Cgl1540,-1,CoryNeRegNet
Cgl0982,Cgl1541,-1,CoryNeRegNet
Cgl0982,Cgl1542,-1,CoryNeRegNet
Cgl1064,Cgl1064,-1,CoryNeRegNet
Cgl1064,Cgl1065,-1,CoryNeRegNet
Cgl1070,Cgl1069,-1,CoryNeRegNet
Cgl1070,Cgl1068,-1,CoryNeRegNet
Cgl1070,Cgl1070,-1,CoryNeRegNet
Cgl1070,Cgl1067,-1,CoryNeRegNet
Cgl1157,Cgl1157,-1,CoryNeRegNet
Cgl1157,Cgl1160,-1,CoryNeRegNet
Cgl1157,Cgl1158,-1,CoryNeRegNet
Cgl1157,Cgl1159,-1,CoryNeRegNet
Cgl1171,Cgl1186,1,CoryNeRegNet
Cgl1171,Cgl2926,-1,CoryNeRegNet
Cgl1171,Cgl1170,-1,CoryNeRegNet
Cgl1171,Cgl1171,-1,CoryNeRegNet
Cgl1171,Cgl1187,1,CoryNeRegNet
Cgl1171,Cgl1189,1,CoryNeRegNet
Cgl1171,Cgl1264,-1,CoryNeRegNet
Cgl1171,Cgl1642,-1,CoryNeRegNet
Cgl1171,Cgl2122,-1,CoryNeRegNet
Cgl1171,Cgl2784,-1,CoryNeRegNet
Cgl1171,Cgl1014,-1,CoryNeRegNet
Cgl1171,Cgl1188,1,CoryNeRegNet
Cgl1171,Cgl1190,1,CoryNeRegNet
Cgl1171,Cgl1643,-1,CoryNeRegNet
Cgl1171,Cgl1644,-1,CoryNeRegNet
Cgl1171,Cgl2785,-1,CoryNeRegNet
Cgl1171,Cgl2927,-1,CoryNeRegNet
Cgl1185,Cgl1185,-1,CoryNeRegNet
Cgl1185,Cgl1187,-1,CoryNeRegNet
Cgl1185,Cgl1189,-1,CoryNeRegNet
Cgl1185,Cgl1186,-1,CoryNeRegNet
Cgl1185,Cgl2838,-1,CoryNeRegNet
Cgl1185,Cgl1188,-1,CoryNeRegNet
Cgl1185,Cgl1190,-1,CoryNeRegNet
Cgl1251,Cgl2325,-1,CoryNeRegNet
Cgl1251,Cgl1364,-1,CoryNeRegNet
Cgl1251,Cgl1366,-1,CoryNeRegNet
Cgl1251,Cgl1367,-1,CoryNeRegNet
Cgl1251,Cgl1251,-1,CoryNeRegNet
Cgl1251,Cgl1252,-1,CoryNeRegNet
Cgl1251,Cgl1254,-1,CoryNeRegNet
Cgl1251,Cgl1253,-1,CoryNeRegNet
Cgl1251,Cgl1255,-1,CoryNeRegNet
Cgl1251,Cgl1365,-1,CoryNeRegNet
Cgl1263,Cgl1263,-1,CoryNeRegNet
Cgl1263,Cgl1262,1,CoryNeRegNet
Cgl1314,Cgl1315,-1,CoryNeRegNet
Cgl1314,Cgl1316,-1,CoryNeRegNet
Cgl1314,Cgl3031,-1,CoryNeRegNet
Cgl1314,Cgl3033,-1,CoryNeRegNet
Cgl1314,Cgl3034,-1,CoryNeRegNet
Cgl1314,Cgl1286,-1,CoryNeRegNet
Cgl1314,Cgl3029,-1,CoryNeRegNet
Cgl1314,Cgl3032,-1,CoryNeRegNet
Cgl1314,Cgl3035,-1,CoryNeRegNet
Cgl1367,Cgl1251,-1,CoryNeRegNet
Cgl1367,Cgl1254,-1,CoryNeRegNet
Cgl1367,Cgl1364,-1,CoryNeRegNet
Cgl1367,Cgl1252,-1,CoryNeRegNet
Cgl1367,Cgl1367,-1,CoryNeRegNet
Cgl1367,Cgl1253,-1,CoryNeRegNet
Cgl1367,Cgl1255,-1,CoryNeRegNet
Cgl1367,Cgl1365,-1,CoryNeRegNet
Cgl1367,Cgl1366,-1,CoryNeRegNet
Cgl1367,Cgl2325,-1,CoryNeRegNet
Cgl1371,Cgl1372,-1,CoryNeRegNet
Cgl1371,Cgl1371,-1,CoryNeRegNet
Cgl1399,Cgl1609,-1,CoryNeRegNet
Cgl1399,Cgl0185,-1,CoryNeRegNet
Cgl1399,Cgl1610,-1,CoryNeRegNet
Cgl1399,Cgl1608,-1,CoryNeRegNet
Cgl1399,Cgl2079,-1,CoryNeRegNet
Cgl1399,Cgl1395,-1,CoryNeRegNet
Cgl1399,Cgl0184,-1,CoryNeRegNet
Cgl1399,Cgl1397,-1,CoryNeRegNet
Cgl1399,Cgl1399,-1,CoryNeRegNet
Cgl1399,Cgl1394,-1,CoryNeRegNet
Cgl1399,Cgl1396,-1,CoryNeRegNet
Cgl1399,Cgl1398,-1,CoryNeRegNet
Cgl1457,Cgl1461,-1,CoryNeRegNet
Cgl1457,Cgl1457,-1,CoryNeRegNet
Cgl1457,Cgl1460,-1,CoryNeRegNet
Cgl1457,Cgl1458,-1,CoryNeRegNet
Cgl1457,Cgl1459,-1,CoryNeRegNet
Cgl1457,Cgl1462,-1,CoryNeRegNet
Cgl1541,Cgl1542,-1,CoryNeRegNet
Cgl1541,Cgl1541,-1,CoryNeRegNet
Cgl1541,Cgl1540,-1,CoryNeRegNet
Cgl1565,Cgl1561,-1,CoryNeRegNet
Cgl1565,Cgl1563,-1,CoryNeRegNet
Cgl1565,Cgl1565,-1,CoryNeRegNet
Cgl1565,Cgl1559,-1,CoryNeRegNet
Cgl1565,Cgl1560,-1,CoryNeRegNet
Cgl1565,Cgl1562,-1,CoryNeRegNet
Cgl1565,Cgl1564,-1,CoryNeRegNet
Cgl1589,Cgl2155,1,CoryNeRegNet
Cgl1589,Cgl0708,1,CoryNeRegNet
Cgl1589,Cgl2152,1,CoryNeRegNet
Cgl1613,Cgl2024,-1,CoryNeRegNet
Cgl1613,Cgl1612,-1,CoryNeRegNet
Cgl1613,Cgl1613,-1,CoryNeRegNet
Cgl1613,Cgl1611,-1,CoryNeRegNet
Cgl1625,Cgl1628,-1,CoryNeRegNet
Cgl1625,Cgl1625,-1,CoryNeRegNet
Cgl1625,Cgl1626,-1,CoryNeRegNet
Cgl1625,Cgl1627,-1,CoryNeRegNet
Cgl1640,Cgl1638,-1,CoryNeRegNet
Cgl1640,Cgl1639,-1,CoryNeRegNet
Cgl1640,Cgl1640,-1,CoryNeRegNet
Cgl1640,Cgl1641,-1,CoryNeRegNet
Cgl1653,Cgl0767,1,CoryNeRegNet
Cgl1653,Cgl1120,1,CoryNeRegNet
Cgl1653,Cgl2657,-1,CoryNeRegNet
Cgl1653,Cgl1121,1,CoryNeRegNet
Cgl1653,Cgl1919,1,CoryNeRegNet
Cgl1653,Cgl1930,1,CoryNeRegNet
Cgl1653,Cgl3089,1,CoryNeRegNet
Cgl1718,Cgl1360,1,CoryNeRegNet
Cgl1718,Cgl1452,-1,CoryNeRegNet
Cgl1718,Cgl1576,-1,CoryNeRegNet
Cgl1718,Cgl1578,-1,CoryNeRegNet
Cgl1718,Cgl2908,-1,CoryNeRegNet
Cgl1718,Cgl2863,1,CoryNeRegNet
Cgl1718,Cgl1574,-1,CoryNeRegNet
Cgl1718,Cgl1575,-1,CoryNeRegNet
Cgl1718,Cgl1577,-1,CoryNeRegNet
Cgl1718,Cgl2485,-1,CoryNeRegNet
Cgl1718,Cgl2642,1,CoryNeRegNet
Cgl1920,Cgl0500,-1,CoryNeRegNet
Cgl1920,Cgl0502,-1,CoryNeRegNet
Cgl1920,Cgl0646,-1,CoryNeRegNet
Cgl1920,Cgl0665,-1,CoryNeRegNet
Cgl1920,Cgl0666,-1,CoryNeRegNet
Cgl1920,Cgl0669,-1,CoryNeRegNet
Cgl1920,Cgl0813,-1,CoryNeRegNet
Cgl1920,Cgl0982,-1,CoryNeRegNet
Cgl1920,Cgl1248,-1,CoryNeRegNet
Cgl1920,Cgl1778,-1,CoryNeRegNet
Cgl1920,Cgl2783,-1,CoryNeRegNet
Cgl1920,Cgl2815,-1,CoryNeRegNet
Cgl1920,Cgl2818,-1,CoryNeRegNet
Cgl1920,Cgl2850,-1,CoryNeRegNet
Cgl1920,Cgl0392,-1,CoryNeRegNet
Cgl1920,Cgl0393,-1,CoryNeRegNet
Cgl1920,Cgl0445,-1,CoryNeRegNet
Cgl1920,Cgl0501,-1,CoryNeRegNet
Cgl1920,Cgl0667,-1,CoryNeRegNet
Cgl1920,Cgl0668,-1,CoryNeRegNet
Cgl1920,Cgl0807,-1,CoryNeRegNet
Cgl1920,Cgl0808,-1,CoryNeRegNet
Cgl1920,Cgl0810,-1,CoryNeRegNet
Cgl1920,Cgl0811,-1,CoryNeRegNet
Cgl1920,Cgl0812,-1,CoryNeRegNet
Cgl1920,Cgl0835,-1,CoryNeRegNet
Cgl1920,Cgl1715,-1,CoryNeRegNet
Cgl1920,Cgl1776,-1,CoryNeRegNet
Cgl1920,Cgl1777,-1,CoryNeRegNet
Cgl1920,Cgl2035,-1,CoryNeRegNet
Cgl1920,Cgl2108,-1,CoryNeRegNet
Cgl1920,Cgl2227,-1,CoryNeRegNet
Cgl1920,Cgl2526,1,CoryNeRegNet
Cgl1920,Cgl2538,-1,CoryNeRegNet
Cgl1920,Cgl2539,-1,CoryNeRegNet
Cgl1920,Cgl2784,-1,CoryNeRegNet
Cgl1920,Cgl2785,-1,CoryNeRegNet
Cgl1920,Cgl2813,-1,CoryNeRegNet
Cgl1920,Cgl0123,-1,CoryNeRegNet
Cgl1920,Cgl0336,-1,CoryNeRegNet
Cgl1920,Cgl0372,1,CoryNeRegNet
Cgl1920,Cgl0373,1,CoryNeRegNet
Cgl1920,Cgl0388,-1,CoryNeRegNet
Cgl1920,Cgl2814,-1,CoryNeRegNet
Cgl1920,Cgl2816,-1,CoryNeRegNet
Cgl1920,Cgl2817,-1,CoryNeRegNet
Cgl1920,Cgl2999,1,CoryNeRegNet
Cgl1920,Cgl3075,-1,CoryNeRegNet
Cgl1920,Cgl0370,1,CoryNeRegNet
Cgl1920,Cgl0371,1,CoryNeRegNet
Cgl1920,Cgl0387,-1,CoryNeRegNet
Cgl1920,Cgl0390,-1,CoryNeRegNet
Cgl1920,Cgl0391,-1,CoryNeRegNet
Cgl1920,Cgl0389,-1,CoryNeRegNet
Cgl1920,Cgl1257,-1,CoryNeRegNet
Cgl1920,Cgl1451,-1,CoryNeRegNet
Cgl1920,Cgl1714,-1,CoryNeRegNet
Cgl1920,Cgl2782,-1,CoryNeRegNet
Cgl1920,Cgl2812,-1,CoryNeRegNet
Cgl1920,Cgl2935,-1,CoryNeRegNet
Cgl1920,Cgl3065,-1,CoryNeRegNet
Cgl1920,Cgl0374,1,CoryNeRegNet
Cgl1920,Cgl0124,-1,CoryNeRegNet
Cgl1925,Cgl0255,-1,CoryNeRegNet
Cgl1925,Cgl1142,-1,CoryNeRegNet
Cgl1925,Cgl1150,-1,CoryNeRegNet
Cgl1925,Cgl1501,-1,CoryNeRegNet
Cgl1925,Cgl1559,-1,CoryNeRegNet
Cgl1925,Cgl1563,-1,CoryNeRegNet
Cgl1925,Cgl1565,-1,CoryNeRegNet
Cgl1925,Cgl1148,-1,CoryNeRegNet
Cgl1925,Cgl1537,-1,CoryNeRegNet
Cgl1925,Cgl1561,-1,CoryNeRegNet
Cgl1925,Cgl3066,-1,CoryNeRegNet
Cgl1925,Cgl1141,-1,CoryNeRegNet
Cgl1925,Cgl1147,-1,CoryNeRegNet
Cgl1925,Cgl1149,-1,CoryNeRegNet
Cgl1925,Cgl1560,-1,CoryNeRegNet
Cgl1925,Cgl1562,-1,CoryNeRegNet
Cgl1925,Cgl1925,-1,CoryNeRegNet
Cgl1925,Cgl2526,-1,CoryNeRegNet
Cgl1925,Cgl1143,-1,CoryNeRegNet
Cgl1925,Cgl1548,-1,CoryNeRegNet
Cgl1925,Cgl1564,-1,CoryNeRegNet
Cgl1925,Cgl2999,-1,CoryNeRegNet
Cgl1928,Cgl2531,-1,CoryNeRegNet
Cgl1928,Cgl2530,-1,CoryNeRegNet
Cgl1928,Cgl2532,-1,CoryNeRegNet
Cgl1930,Cgl0393,-1,CoryNeRegNet
Cgl1930,Cgl0617,-1,CoryNeRegNet
Cgl1930,Cgl0727,1,CoryNeRegNet
Cgl1930,Cgl0788,1,CoryNeRegNet
Cgl1930,Cgl0789,1,CoryNeRegNet
Cgl1930,Cgl0945,-1,CoryNeRegNet
Cgl1930,Cgl1137,-1,CoryNeRegNet
Cgl1930,Cgl1138,-1,CoryNeRegNet
Cgl1930,Cgl1166,-1,CoryNeRegNet
Cgl1930,Cgl1167,-1,CoryNeRegNet
Cgl1930,Cgl1660,-1,CoryNeRegNet
Cgl1930,Cgl1662,-1,CoryNeRegNet
Cgl1930,Cgl1806,-1,CoryNeRegNet
Cgl1930,Cgl1929,-1,CoryNeRegNet
Cgl1930,Cgl1955,-1,CoryNeRegNet
Cgl1930,Cgl1968,-1,CoryNeRegNet
Cgl1930,Cgl2077,-1,CoryNeRegNet
Cgl1930,Cgl2078,-1,CoryNeRegNet
Cgl1930,Cgl3017,-1,CoryNeRegNet
Cgl1930,Cgl0616,-1,CoryNeRegNet
Cgl1930,Cgl0734,-1,CoryNeRegNet
Cgl1930,Cgl1105,-1,CoryNeRegNet
Cgl1930,Cgl0638,-1,CoryNeRegNet
Cgl1930,Cgl0642,-1,CoryNeRegNet
Cgl1930,Cgl0766,-1,CoryNeRegNet
Cgl1930,Cgl0928,-1,CoryNeRegNet
Cgl1930,Cgl1163,1,CoryNeRegNet
Cgl1930,Cgl1249,-1,CoryNeRegNet
Cgl1930,Cgl1265,-1,CoryNeRegNet
Cgl1930,Cgl1375,-1,CoryNeRegNet
Cgl1930,Cgl1414,-1,CoryNeRegNet
Cgl1930,Cgl1661,-1,CoryNeRegNet
Cgl1930,Cgl1672,-1,CoryNeRegNet
Cgl1930,Cgl1673,-1,CoryNeRegNet
Cgl1930,Cgl1674,-1,CoryNeRegNet
Cgl1930,Cgl1814,-1,CoryNeRegNet
Cgl1930,Cgl1930,-1,CoryNeRegNet
Cgl1930,Cgl1954,-1,CoryNeRegNet
Cgl1930,Cgl2169,-1,CoryNeRegNet
Cgl1930,Cgl2281,-1,CoryNeRegNet
Cgl1930,Cgl2442,-1,CoryNeRegNet
Cgl1930,Cgl2486,-1,CoryNeRegNet
Cgl1930,Cgl0392,-1,CoryNeRegNet
Cgl1930,Cgl1376,-1,CoryNeRegNet
Cgl1930,Cgl1756,-1,CoryNeRegNet
Cgl1930,Cgl1928,-1,CoryNeRegNet
Cgl1930,Cgl2230,-1,CoryNeRegNet
Cgl1930,Cgl2665,-1,CoryNeRegNet
Cgl1931,Cgl0553,-1,CoryNeRegNet
Cgl1931,Cgl0974,-1,CoryNeRegNet
Cgl1931,Cgl1133,-1,CoryNeRegNet
Cgl1931,Cgl2770,-1,CoryNeRegNet
Cgl1931,Cgl3036,-1,CoryNeRegNet
Cgl1931,Cgl1937,-1,CoryNeRegNet
Cgl1931,Cgl2560,-1,CoryNeRegNet
Cgl1931,Cgl0366,-1,CoryNeRegNet
Cgl1931,Cgl0550,-1,CoryNeRegNet
Cgl1931,Cgl0552,-1,CoryNeRegNet
Cgl1931,Cgl0587,-1,CoryNeRegNet
Cgl1931,Cgl0588,-1,CoryNeRegNet
Cgl1931,Cgl1132,-1,CoryNeRegNet
Cgl1931,Cgl1134,-1,CoryNeRegNet
Cgl1931,Cgl1249,-1,CoryNeRegNet
Cgl1931,Cgl1573,-1,CoryNeRegNet
Cgl1931,Cgl1574,-1,CoryNeRegNet
Cgl1931,Cgl1575,-1,CoryNeRegNet
Cgl1931,Cgl1967,-1,CoryNeRegNet
Cgl1931,Cgl2537,-1,CoryNeRegNet
Cgl1931,Cgl2538,-1,CoryNeRegNet
Cgl1931,Cgl2562,-1,CoryNeRegNet
Cgl1931,Cgl3037,-1,CoryNeRegNet
Cgl1931,Cgl0547,-1,CoryNeRegNet
Cgl1931,Cgl0548,-1,CoryNeRegNet
Cgl1931,Cgl1932,-1,CoryNeRegNet
Cgl1931,Cgl2642,-1,CoryNeRegNet
Cgl1931,Cgl2911,-1,CoryNeRegNet
Cgl1931,Cgl1360,-1,CoryNeRegNet
Cgl1931,Cgl1931,-1,CoryNeRegNet
Cgl1931,Cgl1934,-1,CoryNeRegNet
Cgl1931,Cgl0546,-1,CoryNeRegNet
Cgl1931,Cgl0551,-1,CoryNeRegNet
Cgl1931,Cgl1250,-1,CoryNeRegNet
Cgl1931,Cgl1576,-1,CoryNeRegNet
Cgl1931,Cgl1577,-1,CoryNeRegNet
Cgl1931,Cgl1578,-1,CoryNeRegNet
Cgl1931,Cgl1588,-1,CoryNeRegNet
Cgl1931,Cgl1933,-1,CoryNeRegNet
Cgl1931,Cgl1935,-1,CoryNeRegNet
Cgl1931,Cgl1936,-1,CoryNeRegNet
Cgl1931,Cgl2062,-1,CoryNeRegNet
Cgl1931,Cgl2089,-1,CoryNeRegNet
Cgl1934,Cgl1934,-1,CoryNeRegNet
Cgl1934,Cgl1937,-1,CoryNeRegNet
Cgl1934,Cgl1933,-1,CoryNeRegNet
Cgl1934,Cgl1935,-1,CoryNeRegNet
Cgl1934,Cgl1936,-1,CoryNeRegNet
Cgl1962,Cgl0243,1,CoryNeRegNet
Cgl1962,Cgl0244,1,CoryNeRegNet
Cgl1962,Cgl0782,1,CoryNeRegNet
Cgl1962,Cgl1940,1,CoryNeRegNet
Cgl1962,Cgl2411,1,CoryNeRegNet
Cgl1962,Cgl2678,1,CoryNeRegNet
Cgl1962,Cgl2412,1,CoryNeRegNet
Cgl1962,Cgl2596,1,CoryNeRegNet
Cgl2009,Cgl2011,1,CoryNeRegNet
Cgl2009,Cgl2012,1,CoryNeRegNet
Cgl2009,Cgl2935,-1,CoryNeRegNet
Cgl2068,Cgl2069,1,CoryNeRegNet
Cgl2106,Cgl1959,-1,CoryNeRegNet
Cgl2106,Cgl2604,-1,CoryNeRegNet
Cgl2106,Cgl0073,-1,CoryNeRegNet
Cgl2106,Cgl0074,-1,CoryNeRegNet
Cgl2106,Cgl2602,-1,CoryNeRegNet
Cgl2106,Cgl2603,-1,CoryNeRegNet
Cgl2106,Cgl2605,-1,CoryNeRegNet
Cgl2106,Cgl0072,-1,CoryNeRegNet
Cgl2106,Cgl1958,-1,CoryNeRegNet
Cgl2106,Cgl1960,-1,CoryNeRegNet
Cgl2279,Cgl2279,-1,CoryNeRegNet
Cgl2279,Cgl2280,-1,CoryNeRegNet
Cgl2280,Cgl0026,-1,CoryNeRegNet
Cgl2280,Cgl2630,-1,CoryNeRegNet
Cgl2280,Cgl0027,-1,CoryNeRegNet
Cgl2280,Cgl0028,-1,CoryNeRegNet
Cgl2280,Cgl0029,-1,CoryNeRegNet
Cgl2280,Cgl0692,-1,CoryNeRegNet
Cgl2280,Cgl0693,-1,CoryNeRegNet
Cgl2280,Cgl1281,-1,CoryNeRegNet
Cgl2280,Cgl2628,-1,CoryNeRegNet
Cgl2280,Cgl2629,-1,CoryNeRegNet
Cgl2291,Cgl2716,-1,CoryNeRegNet
Cgl2291,Cgl0597,-1,CoryNeRegNet
Cgl2291,Cgl1372,-1,CoryNeRegNet
Cgl2316,Cgl0291,1,CoryNeRegNet
Cgl2316,Cgl2313,-1,CoryNeRegNet
Cgl2316,Cgl2314,-1,CoryNeRegNet
Cgl2316,Cgl2315,-1,CoryNeRegNet
Cgl2382,Cgl2384,-1,CoryNeRegNet
Cgl2382,Cgl2383,-1,CoryNeRegNet
Cgl2382,Cgl2385,-1,CoryNeRegNet
Cgl2391,Cgl2395,-1,CoryNeRegNet
Cgl2391,Cgl1076,-1,CoryNeRegNet
Cgl2391,Cgl2389,-1,CoryNeRegNet
Cgl2391,Cgl2392,-1,CoryNeRegNet
Cgl2391,Cgl2393,-1,CoryNeRegNet
Cgl2391,Cgl2394,-1,CoryNeRegNet
Cgl2391,Cgl2396,-1,CoryNeRegNet
Cgl2391,Cgl2397,-1,CoryNeRegNet
Cgl2391,Cgl1077,-1,CoryNeRegNet
Cgl2391,Cgl2390,-1,CoryNeRegNet
Cgl2391,Cgl2391,-1,CoryNeRegNet
Cgl2391,Cgl2398,-1,CoryNeRegNet
Cgl2394,Cgl1077,1,CoryNeRegNet
Cgl2394,Cgl2396,1,CoryNeRegNet
Cgl2394,Cgl2395,1,CoryNeRegNet
Cgl2394,Cgl1076,1,CoryNeRegNet
Cgl2394,Cgl2397,1,CoryNeRegNet
Cgl2394,Cgl2398,1,CoryNeRegNet
Cgl2408,Cgl2400,1,CoryNeRegNet
Cgl2408,Cgl2402,1,CoryNeRegNet
Cgl2408,Cgl2405,1,CoryNeRegNet
Cgl2408,Cgl2406,1,CoryNeRegNet
Cgl2408,Cgl2410,1,CoryNeRegNet
Cgl2408,Cgl2401,1,CoryNeRegNet
Cgl2408,Cgl2404,1,CoryNeRegNet
Cgl2408,Cgl2407,1,CoryNeRegNet
Cgl2408,Cgl2409,1,CoryNeRegNet
Cgl2490,Cgl0700,-1,CoryNeRegNet
